company,critic_name,movie,rating,review_text
Screen International,Brent Simon,Toy Story 3,fresh,"locating a winsome blend of peppy ensemble adventure and nostalgic reflection, toy story 3 is the type of film adults might goad their just-as-eager children into seeing again."
Scott Mantz' Movie Reviews,Scott A. Mantz,Toy Story 3,fresh,"on a scale of one to ten, toy story 3 goes to infinity, and beyond."
Variety,Peter Debruge,Toy Story 3,fresh,"this tertiary adventure delivers welcome yet nonessential fun, landing well after its creators have grown up and succeeded toying with more sophisticated stories."
Hollywood Reporter,Michael Rechtshaffen,Toy Story 3,fresh,"woody, buzz and playmates make a thoroughly engaging, emotionally satisfying return."
TIME Magazine,Richard Corliss,Up,fresh,"extending the patented pixar mix of humor and heart, up is the studio's most deeply emotional and affecting work."
Variety,Todd McCarthy,Up,fresh,"[up] could easily have been cloying, but instead proves disarming in its deep reserves of narrative imagination and surprise, as well as its poignant thematic balance of dreams deferred and dreams fulfilled."
Screen International,Tim Grierson,Coco,rotten,"with a fetching soundtrack and an array of visual delights in search of a comparably imaginative narrative, ""coco"" is sweet and sentimental without being particularly engaging."
TheWrap,Robert Abele,Coco,fresh,the animation juggernaut has once more shown how its storytelling acumen and visual splendors are still the surest dance partners in movies today.
Hollywood Reporter,Michael Rechtshaffen,Coco,fresh,it's a safe bet that audiences the world over will go loco for coco.
Variety,Peter Debruge,Coco,fresh,[an] effective yet hardly exceptional addition to the pixar oeuvre ...
Hollywood Reporter,Kirk Honeycutt,The Incredibles,fresh,as imaginative and astute as any general audience entertainment has been for a long while.
Cinenganos,Alex Ramirez,The Incredibles,fresh,la mejor cinta de animacin 3d jams realizada.
Cinema Signals,Jules Brenner,The Incredibles,fresh,"the ""comics"" of the 21st century--in the fullest sense of the term. if you don't love it i've got a nice flat for you on mars. meanwhile, there's a new bonanza on the block."
Shadows on the Wall,Rich Cline,The Incredibles,fresh,so full of heart and soul that you can actually feel it becoming a classic while you're watching it.
Slant Magazine,Ed Gonzalez,The Incredibles,fresh,"the incredibles may fight to save the world, but they teach us to know thyself."
Bangor Daily News (Maine),Christopher Smith,Ratatouille,fresh,"a terrific movie -- and an early contender for the academy award. with ratatouille, disney and pixar not only capture the culinary heart of paris -- itself a feat -- but also the hearts of audiences through one adorable little rat."
Variety,Justin Chang,Ratatouille,fresh,"the master chefs at pixar have blended all the right ingredients -- abundant verbal and visual wit, genius slapstick timing, a soupcon of gallic sophistication -- to produce a warm and irresistible concoction."
ReelViews,James Berardinelli,"Monsters, Inc.",fresh,reaffirms the fact that a good animated film can be every bit as stimulating and emotionally satisfying a motion picture as a high quality live action endeavor.
Reeling Reviews,Robin Clifford,"Monsters, Inc.",fresh,"the best kids' film of the year, hands down."
Hollywood Reporter,Kirk Honeycutt,"Monsters, Inc.",fresh,"a witty, uncommonly intelligent and savvy journey into the world of childhood nightmares."
Reeling Reviews,Laura Clifford,"Monsters, Inc.",fresh,better than shrek.
Slant Magazine,Ed Gonzalez,"Monsters, Inc.",fresh,"monsters inc. is a humbling reminder of what it's like to fear, imagine and hope."
JoBlo's Movie Emporium,JoBlo,"Monsters, Inc.",fresh,"this film is no shrek or toy story 2 but it delivers some laughs, some cool-looking monsters, lots of fun for the kids and a touching ending."
Filmcritic.com,Christopher Null,"Monsters, Inc.",fresh,popcorn-tastic fun for kids and adults
Trades,Alex Keen,"Monsters, Inc.",fresh,assuredly the funniest and most creative animated film this year.
ReelzChannel.com,Brent Simon,WALL-E,fresh,the pole position in the race for the next best animated feature oscar has clearly been staked out.
Village Voice,Robert Wilonsky,WALL-E,fresh,a film that's both breathtakingly majestic and heartbreakingly intimate.
Sean the Movie Guy,Sean McBride,WALL-E,fresh,there are no accolades too generous for the film that turns out to be so good that it's now my favorite story from the pixar library.
Future Movies UK,Paul Gallagher,WALL-E,fresh,[it] could end up being the best movie of the year.
Q Network Film Desk,James Kendrick,WALL-E,fresh,
Ebert & Roeper,Richard Roeper,WALL-E,fresh,one of the best movies of the year. just so beautifully done.
Can Magazine,Fred Topel,WALL-E,fresh,"we've seen social commentary via future sci-fi before, but it's never been this astute or accurate. hopefully it'll reach the kids before they're set in their text messaging, virtual ways."
Punch Drunk Critics,Travis Hopson,Incredibles 2,fresh,"pixar, ever able to roll with the punches and make movies that are timely yet timeless, has punched through the glut of comic book movies."
Seattle Times,Moira MacDonald,Incredibles 2,fresh,here's hoping they're back again soon; i can't wait to meet jack-jack's unlucky preschool teacher.
Entertainment Weekly,Chris Nashawaty,Finding Dory,fresh,one of the biggest and most pleasant surprises in a film with too few of them is just how resonant dory will be for parents of kids with learning disabilities.
TheWrap,Alonso Duralde,Finding Dory,fresh,"stanton and co-director angus maclane augment the hilarious characters with visual grandeur (who knew there were this many shades of blue?) and comedy, particularly from hank the octopus' chameleonic and contortionist skills."
ScreenCrush,Matt Singer,Finding Dory,fresh,"after 21 years, the pixar formula is still very satisfying. but it also feels more like a formula than ever before."
Hollywood Reporter,Todd McCarthy,Finding Dory,rotten,"its heroine may suffer from short-term memory loss, but viewers with any memory at all will realize that finding dory falls rather short of its wondrous progenitor."
Variety,Owen Gleiberman,Finding Dory,fresh,"andrew stanton and angus maclane, the co-directors of ""finding dory,"" have made a beautiful, rambunctious, and fully felt sequel - a movie totally worth its salt water."
Uproxx,Mike Ryan,Finding Dory,fresh,finding dory is just about as good as finding nemo and will probably make you cry.
indieWire,David Ehrlich,Finding Dory,fresh,"pixar's best film since up, and a compelling argument as to why we make sequels in the first place."
Boston Phoenix,Peter Keough,A Bug's Life,rotten,"whereas antz finds some of its edgy inspiration in kafka by way of woody allen, a bug's life is mired comfortably in the pastel mediocrity of gumby."
rec.arts.movies.reviews,Scott Renshaw,A Bug's Life,fresh,"silly enough for kids, smart enough for adults, grandly-staged enough for anyone who loves movies."
Q Network Film Desk,James Kendrick,A Bug's Life,fresh,
Matt's Movie Reviews,Matthew Pejkovic,Monsters University,fresh,"continues pixar's tradition of hearty laughs and character rich stories, yet cannot contend with the mighty weight of high expectations brought on by its superior original."
Quickflix,Simon Miraudo,Monsters University,fresh,"one of the funnier films the studio has ever produced. once upon a time, however, pixar could also be relied upon for drawing a tear or two...[and] this is basically an animated spoof of animal house."
Guardian,Henry Barnes,Monsters University,fresh,"pixar's emphasis on character and story made (and could make again) worlds that we fell in love with. monsters university - a fun, disposable watch - has taken one of these worlds and repeated it to formula."
Variety,Justin Chang,Monsters University,fresh,scanlon deals honestly and inventively with the hard reality that some talents can't be taught and some dreams remain unfulfilled.
Hollywood Reporter,Todd McCarthy,Monsters University,rotten,"it should be remedial school, not an institution of higher learning, for monsters university, an alarmingly lame effort from pixar, the oxbridge of animation studios."
Screen International,Mark Adams,Monsters University,fresh,"a bright, breezy, funny and beautifully presented film that will slug it out with despicable me 2 for the animated hit of summer award."
TheWrap,Alonso Duralde,Monsters University,fresh,"falling squarely between the studio's classics and its decidedly lesser work, monsters university is a solidly average pixar effort, one that brings laughs to the kegger, but you'll be hard-pressed to remember it at the reunion in 10 years."
indieWire,Eric Kohn,Monsters University,rotten,the latest pixar offering charms in an excessively familiar way that illustrates a troublesome eventuality: pixar has lost its edge.
2UE That Movie Show,Blake Howard,Monsters University,fresh,monsters university is proof that prequels can be done right.
honeycuttshollywood.com,Kirk Honeycutt,Monsters University,rotten,"on the evidence of pixar's latest cartoon, 'monsters university,' the studio's brain trust is beginning to run thin in the ideas department."
JoBlo's Movie Emporium,Chris Bumbray,Monsters University,rotten,"pretty tepid for pixar. basically it's revenge of the nerds,"
Associated Press,Jake Coyle,Monsters University,fresh,"pixar's ''monsters university'' might not be as gifted as some of its other movies, but sometimes it's alright to be ok."
